path,sample,time_s,radius_m,angle_deg,target_x_m,target_y_m,x_m,y_m,z_m,theta1_deg,theta2_deg,theta3_deg,torque1_nm,torque2_nm,torque3_nm
quarter_circle_workspace,12437,54.31004366812227,0.20400000000000001,61.0,-0.22109883746974723,-0.14157757974356328,-0.22109890440124633,-0.14157764428078784,0.0,138.3980549913119,-137.0208078579423,40.12137951700958,2.6683435041219874,0.5206829635765422,-1.7376265108140163
quarter_circle_workspace,12438,54.314410480349345,0.20400000000000001,62.0,-0.22422780119167826,-0.13987869105677891,-0.22422787211965944,-0.13987876010772793,6.938893903907228e-18,139.60057321850383,-136.8237758826085,39.47982132754227,2.8160914300433957,0.656465562500552,-2.0771902382108607
quarter_circle_workspace,12439,54.318777292576414,0.20400000000000001,63.0,-0.22738593805313245,-0.13823466906557294,-0.22738599735884685,-0.13823473132650266,6.938893903907228e-18,140.8432161163278,-136.5809490619483,38.69876738561302,2.587104005973041,0.5195948203986994,-1.7857571658325437
quarter_circle_workspace,12440,54.32314410480349,0.20400000000000001,64.0,-0.2305722860550282,-0.13664601455496994,-0.23057234225905388,-0.13664607599740197,-2.7755575615628914e-17,142.07514716874311,-136.34159969979962,37.93889565489281,2.4408442332987343,0.43316338016317674,-1.5657037826418763
quarter_circle_workspace,12441,54.327510917030565,0.20400000000000001,65.0,-0.2337858746048973,-0.1351132114445234,-0.23378593139493736,-0.13511327492025516,0.0,143.30518168256998,-136.0967899517181,37.17159503378873,2.522182452877334,0.5135060086930969,-1.7333673149744317
quarter_circle_workspace,12442,54.33187772925764,0.20400000000000001,66.0,-0.23702572481253675,-0.13363672664090942,-0.23702578388074508,-0.13363679362686887,0.0,144.53703025066727,-135.84211068313795,36.383619119956975,2.688301004994231,0.6782898245001697,-2.07496275706519
quarter_circle_workspace,12443,54.33624454148471,0.20400000000000001,66.99999999999999,-0.2402908497881881,-0.13221700989570218,-0.24029091191451535,-0.13221708121601988,0.0,145.77197980941992,-135.57536594121473,35.56912858852031,2.6661981911302775,0.6934460627197205,-2.1353370461524124
quarter_circle_workspace,12444,54.340611353711786,0.20400000000000001,68.0,-0.24358025494315397,-0.13085449366837537,-0.24358030626104082,-0.13085455737531504,6.938893903907228e-18,147.0384400742627,-135.2615227238943,34.624479117955076,2.485815765900774,0.5771064679188797,-1.861900681268302
quarter_circle_workspace,12445,54.34497816593886,0.20400000000000001,69.0,-0.2468929382927587,-0.12954959299457083,-0.24689300012971693,-0.1295496679249856,6.938893903907228e-18,148.2643825602302,-134.9853094886878,33.8047935726688,2.65073924369695,0.7597063748996671,-2.2181473166543904
quarter_circle_workspace,12446,54.34934497816594,0.20400000000000001,70.0,-0.25022789076156354,-0.1283027053596747,-0.2502279449178326,-0.12830277517007888,1.3877787807814457e-17,149.5278819563912,-134.65047029383172,32.82529927377238,2.626782024327822,0.7745245820590412,-2.2714821427627503
quarter_circle_workspace,12447,54.353711790393014,0.20400000000000001,71.0,-0.25358409649074004,-0.1271142105777394,-0.2535841488292201,-0.12711428052630697,0.0,150.78060002042832,-134.31541220380683,31.86005035470207,2.4531374736519806,0.6550557415096647,-1.9948234920586099
quarter_circle_workspace,12448,54.35807860262008,0.20400000000000001,72.0,-0.2569605331475107,-0.12598447067578866,-0.25696058594704824,-0.1259845430274186,-1.3877787807814457e-17,152.0285896192169,-133.972139919379,30.885947291072192,2.4965473776362805,0.7288760590901817,-2.1245473109371784
quarter_circle_workspace,12449,54.36244541484716,0.20400000000000001,73.0,-0.2603561722365617,-0.12491382978354076,-0.2603562263754755,-0.12491390556883192,-1.3877787807814457e-17,153.27385691178088,-133.61716049974842,29.893743585925616,2.606597392530032,0.8918821628437631,-2.418060655584107
quarter_circle_workspace,12450,54.366812227074234,0.20400000000000001,74.0,-0.2637699794133322,-0.12390261402858294,-0.2637700351777711,-0.12390269373654621,0.0,154.5167125150877,-133.24896431837104,28.880173980942075,2.566138643501002,0.8967857351971672,-2.442103761006524
quarter_circle_workspace,12451,54.37117903930131,0.20400000000000001,75.0,-0.26720091479908575,-0.12295113143703007,-0.26720096006940997,-0.12295120181478816,0.0,155.77824178586602,-132.83177178094076,27.750095005088987,2.4022179071941716,0.7687788911945184,-2.160956824086921
quarter_circle_workspace,12452,54.37554585152838,0.20400000000000001,75.99999999999999,-0.27064793329766773,-0.12205967183969671,-0.27064798681253754,-0.12205975382305241,-1.3877787807814457e-17,157.00224156812655,-132.455454983274,26.746726981205594,2.5194510939437094,0.9592365172620573,-2.4843790338165075
quarter_circle_workspace,12453,54.379912663755455,0.20400000000000001,77.0,-0.2741099849138516,-0.121228506783812,-0.2741100307424888,-0.12122858213387633,0.0,158.24927727202652,-132.0174741283301,25.59726429619262,2.4862292928440533,0.9682664037855933,-2.511943501795952
quarter_circle_workspace,12454,54.38427947598253,0.20400000000000001,78.0,-0.2775860150731771,-0.12045788945030367,-0.27758605860584773,-0.12045796428134356,0.0,159.48128682205018,-131.58133050984074,24.471329195399584,2.3368202073681514,0.8402045275595289,-2.2363013932698688
quarter_circle_workspace,12455,54.38864628820961,0.20400000000000001,79.0,-0.28107496494318485,-0.11974805457667653,-0.28107500800658025,-0.11974813118498397,0.0,160.70363758130267,-131.13753118483422,23.343951585597313,2.3626494744001865,0.9183583479326214,-2.3513418196045435
quarter_circle_workspace,12456,54.393013100436676,0.20400000000000001,80.0,-0.28457577175594617,-0.11909921838550955,-0.28457581493189066,-0.11909929765070866,0.0,161.91784187676808,-130.68247402879157,22.206334294538856,2.3559777598346674,0.963308280364013,-2.4064719828614445
quarter_circle_workspace,12457,54.39737991266375,0.20400000000000001,81.0,-0.2880873691317929,-0.1185115785185919,-0.2880874125347819,-0.11851166076117273,0.0,163.12400075926453,-130.2148957122058,21.055940972876886,2.3365949689869168,0.9946403836632323,-2.4366206198961717
quarter_circle_workspace,12458,54.40174672489083,0.20400000000000001,81.99999999999999,-0.2916086874041466,-0.11798531397671966,-0.2916087309666796,-0.11798539928580702,0.0,164.32171596596268,-129.7344752329481,19.89266536539832,2.3754498108475572,1.1381741182741802,-2.6481439051179603
quarter_circle_workspace,12459,54.4061135371179,0.20400000000000001,83.0,-0.29513865394534994,-0.1175205850651703,-0.29513869752723765,-0.11752067342738365,6.938893903907228e-18,165.5104321658664,-129.24128595882712,18.717349578762057,2.3257441954628177,1.124604451375526,-2.627272970231255
quarter_circle_workspace,12460,54.41048034934497,0.20400000000000001,84.0,-0.2986761934933987,-0.11711753334487224,-0.29867622805369975,-0.11711761073237248,0.0,166.7018464323856,-128.69935574832894,17.446973806265113,2.1990858014066736,0.9788097345386996,-2.343102803656385
quarter_circle_workspace,12461,54.41484716157205,0.20400000000000001,85.0,-0.30222022847947777,-0.11677628158928391,-0.30222026803318813,-0.11677637009838775,-1.3877787807814457e-17,167.86305529344767,-128.20329749700718,16.302615376840173,2.256327690056696,1.1676432648253914,-2.612436572103011
